rating,title,author,date,helpful_votes
1,"Wait, What, what was that ?",dtsda,"Jul 15, 2023",
10,Spider man is great,justusstallworth,"Aug 10, 2023",
8,Still Good,ybredad,"Nov 1, 2023",
10,THIS IS MOVIE OF THE CENTURY,jacobcresswell-03087,"Jun 5, 2023",
9,Genuinely good,Bright0001,"Sep 9, 2023",
9,"Great with characters, up hype.",davidnebotib,"Jul 3, 2023",
9,stunning,amrock15494,"Oct 30, 2023",
,"Bigger, Better & Breathtaking Beyond Expectations",CinemaClown,"Jun 16, 2023",
6,Fast paced confusing plot,tvarvlsi,"Jul 1, 2023",
9,A must watch film,sohaibamalik-12640,"Aug 26, 2023",
7,Pacing seemed slow in order to get two movies out of one story,jmbush22,"Jun 11, 2023",
2,Atrocious story but amazing art,igarrrigan,"Jul 4, 2023",
10,Phenomenal.,ayanaturner-25488,"Jul 15, 2023",
9,Everything A Superhero Movie Is Supposed To Be.,farusyed,"Jun 6, 2023",
10,A true Masterpiece,vsyrwscz,"Jun 5, 2023",
10,Mind-Blown,manoharsilla,"Jun 5, 2023",
10,One of the Best Across Spider-Verse to Anything Ever Made,johnmello-96881,"Jun 30, 2023",
10,This movie was amazing!,mhumala,"Jun 5, 2023",
6,Could have been better,aamirxs,"Jun 5, 2023",
9,Spider-Man Across the Spider Verse!! Part One,joeyastles,"Aug 18, 2023",
7,Half of a movie,IgnatiusVI,"Jul 20, 2023",
5,A very generic and boring movie for my taste.,jralfred,"Sep 17, 2023",
9,Breath of fresh air!,katlegopadre,"Aug 10, 2023",
9,A Mind-Bending Sequel That Takes Animation to New Heights,shoebsaad,"Jul 5, 2023",
9,Bold choices!,alessandro_sp,"Aug 17, 2023",
10,How can you make this good of a movie ?,gutmaniseliass,"Jun 17, 2023",
10,*Greatest Movie I Have Ever Seen..!!*,chiragrathod09,"Aug 6, 2024",
9,Awesome,StrangerThanDiction,"Jun 6, 2023",
7,The Spider-Verse is glitching...,jacobski-34770,"Jun 2, 2023",
10,Best animation ever,b-v-kastanidis,"Oct 29, 2023",
7,Great Visuals and Soundtrack but plot is ummm coarse.,gehrthistan,"Jun 20, 2023",
1,Waste of Money,whereismyaphros,"Aug 10, 2023",
10,Flat out amazing!!,ninjaninja-85128,"Jul 22, 2023",
10,Best Superhero Experience In A Long Time,jes-47323,"Jun 5, 2023",
8,A COLOSSAL CREATION OF SPIDER-WORLD IN THE MOST SUPERLATIVE WAY.,devendralilke,"Aug 21, 2023",
10,The best,itzjson,"Jul 2, 2023",
10,"Funny, scary, exciting - one to watch in a crowded theater",TBJCSKCNRRQTreviews,"Jun 2, 2023",
8,"A good film, but very overhyped",BenW1999,"Jun 1, 2023",
7,This movie doesn't have an end and it doesn't say it,ragnaarok,"Sep 14, 2023",
9,Bravo!!!,jascoward,"Jul 2, 2023",
6,Stunning art style but overlong and meandering plot,malammar,"Jun 20, 2023",
5,Spiderverse 2 (Part One),theryuary,"Jun 4, 2023",
8,You Are Not Alone...,Xstal,"Jun 4, 2023",
10,An Epic Sequel,alindsayal,"Jun 21, 2023",
9,I can't wait to see how it'll be ended in BTSV.,khalidmoubile,"Aug 10, 2023",
9,Amazing sequel,Rectangular_businessman,"Jun 30, 2023",
9,ThiS MoVIe Is ReALly aN AnOmaLY¿,Musa0Kerem0Boz,"Jun 3, 2023",
9,The Multiverse Movie MCU is Trying so Hard to Be,asayed-63121,"Jun 3, 2023",
7,Don't take the current ranking seriously,suman1407,"Dec 14, 2023",
10,Eye-boggling,neil-476,"Jun 2, 2023",
6,Spiderman in Madoka Magica x Elektra Assassin,purchases-22080,"Jun 5, 2023",
3,"Messy, boring, milked",nixon-87593,"Mar 2, 2024",
8,Beautiful but lacking,tjmm-10565,"Jun 3, 2023",
10,The Spider-Man Masterpiece,TheMysteriousReviewer,"Aug 14, 2023",
8,Lightning strikes twice in this top-notch sequel,eddie_baggins,"Jun 1, 2023",
8,Greatest Spiderman Trilogy in the Making ??!!,saikatsamanta,"Aug 22, 2023",
9,THE ABSOLUTE BEST OF THE BEST!!,ruelshepperd,"Jun 3, 2023",
9,A Marvelous Exploration into the Spider-Verse!,LansTaylor,"Jun 6, 2023",
7,Would have rated higher but...,zakcarroll-93753,"Sep 7, 2023",
9,"An on-point, on-time zeitgeist expression for our time",healingtoolbox,"Jun 6, 2023",
6,Not a complete story,AncientMorgoth,"Feb 4, 2024",
4,No story only Fantastic Animation,kavilwagh,"Jun 12, 2023",
10,Woah! I love spider man,EmptyPopcornBucketProd,"Jun 2, 2023",
10,Perfection has a new standard,heatherlaird-82917,"Jun 1, 2023",
9,"Amazing animation, driven by an emotional and expansive story",Seb_3,"Dec 9, 2023",
10,Can't wait for PART TWO!,sin-52002,"Jun 2, 2023",
10,A FANTASTIC SPIDER-MAN MOVIE!!!,bhernandez2216,"Jun 22, 2023",
10,Each frame was rich and dazzling,pranayjalvi,"Jun 4, 2023",
,I have mixed feelings about this...,wrenschaalje,"Jun 3, 2023",
6,Awesome for animators ..not so for non-animators,kfdiest,"Dec 11, 2023",
9,Respect. That's all it takes. Respect for the lore and mythos. And flawless storytelling skills. Thank you Phil Lord and Chris Miller. You did it again.,quiqueperezsoler,"May 31, 2023",
7,"Animation - 10+, story - 4",gillies,"Jul 2, 2023",
5,"Ok movie, a bit confusing.",trdatiii,"Jun 8, 2023",
10,LOVE LETTER FROM SONY AND MARVEL,vishalmellark,"Jun 4, 2023",
10,A Work of Art,kjproulx,"Jun 4, 2023",
8,"Solid, but not very satisfying on its own",roaches_97,"Jun 6, 2023",
10,"A brand new level, a milestone in Animation !",elhamfirmino,"Jun 2, 2023",
10,Storytelling Masterpiece!,TheDestroia,"Jun 8, 2023",
10,Worthy sequel,masonsaul,"Jun 3, 2023",
7,A Spectacular and Groundbreaking Animated Adventure,sufyaanrashid95,"Jun 9, 2023",
9,An excellent half a movie,benjaminskylerhill,"Jun 1, 2023",
7,pretty good,eimancoolguy,"Jun 4, 2023",
3,Absolute mess,kristofferlsk,"Aug 26, 2023",
10,"Tears Of Joy! True Believers, Tears of Freakin' Joy!",Nyc_Don_DrKing,"Jun 4, 2023",
9,Full of Confidence,talking_about_movies,"Jun 3, 2023",
10,Absolutely phenomninal,Donki,"Jun 1, 2023",
8,"Fantastic movie surpasses the first, but is a secret two-parter.",redscotts,"Jun 9, 2023",
9,What Marvel is Lacking,aigmale,"Nov 27, 2023",
7,A really amazing (LONG) trailer for the 3rd movie,russwrpiujfjuhj,"Jun 9, 2023",
7,Very good...,Thanos_Alfie,"Dec 15, 2024",
4,Long Movie that doesn't Finish,brandonhart-47491,"Jun 6, 2023",
10,Best Spider-Man movie ever made period,SpiderMan2543,"Aug 6, 2023",
10,A Cinematic Masterpiece!,bluenuriya,"Aug 17, 2023",
10,"Like mushrooms, with a better soundtrack",Equuleus78,"Jun 7, 2023",
9,"Just to save you, I'd give all of me",Muhammad29,"Jun 6, 2023",
10,Beautifully Animated Masterpiece,tomietommy,"Aug 17, 2023",
10,Fantastic Movie,frederikejrnaes,"Aug 6, 2023",
7,I needed to watch this movie,pauloalexandre1,"Jun 17, 2023",
10,Smth to blow your mind in a good way,emilliomilka,"Aug 15, 2023",
7,Good film,michellecar-FLgal,"Oct 19, 2024",
2,Overrrated style over substance,gssssym,"Jul 12, 2023",
10,A masterfully written sequel,janfrankowski,"Nov 10, 2023",
10,Something Else,addisonyanito,"Jun 2, 2023",
10,An animated masterpiece,nhakusho,"Oct 26, 2023",
9,Sensory Overload in the best possible way.,Sdsman1117,"Jun 4, 2023",
10,Spider-Man: Across the Spider-Verse Its a Masterpiece,batistaptrigo,"Nov 2, 2023",
10,God tier,ayushsandilya-43251,"Jul 9, 2023",
7,Out of this world visuals! Lacking development.,smithhudson,"Jun 25, 2023",
10,Wow!! I was left speechless with a smile on my face!,MrMultiVerse,"Aug 13, 2023",
7,Excessive hip hop and comic style narrative weighs down an otherwise good movie,jayenjr,"Jun 5, 2023",
3,I left before the end,olivierpichon,"Jul 8, 2023",
9,Wow,eoinageary,"Jul 12, 2023",
9,Spider-Man: Across the Spider-Verse is gloriously additive,elroysalam,"Aug 26, 2023",
10,HORRIBLE!,NewgenW,"Jun 4, 2023",
10,Wonderful Spider-Man Movie. 10/10,matthewraymer,"Jul 29, 2023",
9,Spider-Tastic,JhoanGutierreZ,"Jun 5, 2023",
10,(Not) the only one,kosmasp,"Jun 3, 2023",
,"Across The Corporate-verse, Cartoon All Stars to the rescue for the tik tok generation",FrankDrive,"Jun 24, 2023",
7,It's good just different,ruinouslore,"Jun 21, 2023",
9,Doesn't need to split into 2-part movies but they did anyway for money,amzn-17903,"Jun 13, 2023",
6,A FLAWED MASTERPIECE,vicentedeiros,"Jun 11, 2023",
1,"Zero plot, dragged. The definition of underwhelmed",pdhemming,"Jun 5, 2023",
8,This movie is the definition of blue balls,Jordyboy2187,"Jun 1, 2023",
10,I never expected it would be possible to top the first one!,vithiet,"Aug 20, 2023",
10,Masterpiece.,rexmatthewj,"Jun 1, 2023",
8,5 Years Was Worth the Wait!,demonblade-37792,"Jun 5, 2023",
10,Easily the best film of the year thus far,moviemanmo973,"Jun 2, 2023",
6,The Indian Spider-Man was the best part,parisbrunner,"Aug 20, 2023",
8,Meaningful,boblipton,"Jun 11, 2023",
7,Looking forward to part 3,thunt,"Jun 26, 2023",
1,High budget trash.,normalization,"Jun 16, 2023",
10,It took me a rewatch to fully appreciate this masterpiece,evansjoshyr,"Jun 25, 2023",
9,FOR THE FANS!!!!,Aziz24,"Jul 10, 2023",
10,"If the animation style is not an issue, this is awesome.",CorumJI,"Jun 6, 2023",
9,Spider-Man Continues To Be Amazing,sme3,"Jul 3, 2023",
10,Mindblowing Action,PastaDental,"Aug 26, 2023",
10,Visually stunning and emotionally satisfying,jacksongaming-80094,"Jun 1, 2023",
6,Did you really have to end it that way?,ledadaehler,"Jun 5, 2023",
9,Super Worth It! Don't miss this chance!,arvinjanasis,"Jun 6, 2023",
6,Half a movie,snailbait-43727,"Jun 25, 2023",
1,When you watch trash like this its a sure sign civilization has collapsed.,Vivekmaru45,"Aug 11, 2023",
10,A masterpiece of animation and cinema,mahmus,"Jun 4, 2023",
10,I regret choosing not to watch this in the theater.,TreeFiddy53,"Aug 14, 2023",
10,New Level of Expansion of the Spiderverse,timeblank,"Jun 8, 2023",
10,How Do I Feel This Connected to These Characters?,jordyntsmith,"Jun 7, 2023",
8,Better than into the spider verse,jackmc-26273,"Jun 2, 2023",
10,I. Love. It.,zerturk,"Jul 24, 2023",
6,"Ambitious, comic fan oriented, slow start, satisfactory",ysun-90051,"Jun 12, 2023",
10,Animation review,amirhoseinahg,"Oct 11, 2023",
6,Took a very nice nap during this movie,dmartid,"Jul 8, 2023",
1,Waste,phiup,"Aug 14, 2023",
10,Awesome,cheesy-58291,"Jun 4, 2023",
9,Just watched Across the Spider-Verse,Curtain_Call_Films,"Jul 8, 2023",
10,Spiderman,colakyusuf-79463,"Jun 5, 2023",
9,SPIDERVERSE DONE RIGHT!,TheNeumanator,"Jul 8, 2023",
10,Quite Possibly the Greatest Animated Movie of All Time!,oooommmmiiiiii,"Jul 24, 2023",
10,Spider-Man: Across the Spider-Verse,ergo-58534,"Jul 12, 2023",
6,Too many speeches,rotten-potatoes,"Jun 5, 2023",
10,Best movie I've ever watched,bentenfanboy,"Jun 6, 2023",
7,"Story is great, visuals are sometimes painful.",ameliamuldrew-12905,"Aug 10, 2023",
2,Boring but illustrated good,julie-arney,"Oct 4, 2023",
10,Never give up.,nrucker-87512,"Jun 3, 2023",
10,Miles Morale,mcraedouglas06,"Oct 3, 2023",
10,Amazing,itsjordandelluta,"Nov 23, 2024",
10,This needs to be nominated for best picture..,charpercrp,"Jun 2, 2023",
10,Honestly,chiperipeter,"Aug 22, 2023",
10,"Very nice, expend your money in this movie",nicolastkpkj,"Jun 3, 2023",
7,Far better than most superhero movies these days but falls short on the writing and story.,charlieedmond,"Aug 8, 2023",
10,My new favorite superhero movie of all time and favourite movie of 2023,em0babe,"Jul 24, 2023",
7,"You need to watch this movie, but you don't have to enjoy it.",obsidian-99735,"Jun 4, 2023",
4,Not all that,wolfiemn,"Nov 19, 2023",
10,Spider-Man: Across the Spider-Verse: A Dazzling Masterpiece That Soars Above Expectations!,mq992000,"Jun 4, 2023",
8,A Betrayal Most Foul,yoomoonplop,"Jun 2, 2023",
9,Absolutely great,IbrahimNayaya,"Aug 15, 2023",
10,One of the best CBM's ever,georgepriestman,"Aug 22, 2023",
10,Blew the first one out of the water,sevskirita,"Oct 8, 2023",
10,Truly best Marvel movie from Endgame,icklesparda,"Jun 2, 2023",
7,Beautiful artwork and compelling story but....,Richard-William-Brooks,"Jun 5, 2023",
10,Spider-Man will live forever with this!!!,VivaanK,"Jul 13, 2023",
6,It's half a movie. That had to push politics.,nwghhyj,"Jun 6, 2023",
3,The plot is really bad,oellinger-markus,"Oct 15, 2023",
10,"Amazing, heartfelt, fun, authentically original",beirnesw-830-938094,"Oct 2, 2023",
10,What an achievement!,djrmc24,"Oct 14, 2023",
9,Innovative,JackRJosie,"Jul 16, 2023",
9,Great Movie,mohar-89687,"Nov 14, 2023",
10,'Spider-Man: Across the Spider-Verse' Redefines Animation and Storytelling,ashyjr,"Oct 18, 2024",
10,One of the best Superhero movies of all time,The_CorrectCritic,"Jun 2, 2023",
6,The trailers showed too much.,ernestobladins,"Jun 2, 2023",
10,We waited 5 years and it's worth the wait,Isak777,"Jul 13, 2023",
6,Greatness held back by ESG,Erlik_Han,"Dec 2, 2023",
10,"Story and art are fantastic, beware of cliffhanger",clairelu60,"Jul 26, 2023",
10,Masterpiece,akaslammin,"Jun 9, 2023",
10,SPIDER MAN BEST MOVIE,ck-54034,"Feb 24, 2024",
10,Masterpiece,harshal792,"Jun 4, 2023",
10,A Triumph of Animation and Emotional Depth!,DionysusReborn,"Jul 23, 2023",
10,Simply stunning,maik-buetefuer,"Oct 15, 2024",
,Speed fighter man,hoarjun-99964,"Jun 20, 2023",
7,"A good film, but doesn't capture the charm of the original.",madisencharae,"Jun 5, 2023",
10,the best film relesed since 2013!!,illaymelamed,"Jun 1, 2023",
6,NAHHH... I WASN'T FEELING THIS ONE.. AT LEAST NOT WHOLLY.,Saanwithhisstupidthoughts,"Jun 6, 2023",
1,Disappointing after all the hype,skiaplg,"Jun 15, 2023",
10,This movie is awesome.,carranzaivan-17442,"Oct 7, 2024",
10,Pure art.,el-tito-kenoshez,"Oct 19, 2023",
10,Big Film that left a Big Impact on Me!,Clank_Zoka,"Jun 4, 2023",
10,CINEMATIC MASTERPIECE,Teomatic,"Jun 6, 2023",
9,"As Good As The Original, Maybe Better",chrischurilla,"Oct 16, 2023",
9,Stunningly amazing sequel to a brilliant film that expands on the universe perfectly,ibbyrahimk,"Nov 19, 2024",
10,Miles Morales is the Spiderman we've always wanted!,nicolasroop,"Jun 2, 2023",
7,"Awesome graphics, good story, too much movement",erikruiz-69235,"Jul 7, 2023",
3,90% of this film had nothing to do with the actual plot,autumnjoiner,"Jun 3, 2023",
10,Across The Spider-Verse is Something Else!,Johnny-the-Film-Sentinel-2187,"Jun 1, 2023",
10,It's Gonna Give People Some Strong Thoughts!,Johnny-the-Film-Sentinel-2187,"Jun 1, 2023",
8,Worth every minute of that five year wait,Mr-Fusion,"Jun 4, 2023",
10,This movie changed my life!,georgeechambers,"Sep 8, 2023",
9,Very nearly a masterpiece,cardsrock,"Jun 7, 2023",
10,"Spider-Man: Across the Spider-Verse (2023, Joaquim Dos Santos, Kemp Powers & Justin K. Thompson) Stunning, heartfelt, eye popping continuation of Miles Morales' Spidey story",hoernkeem,"Aug 18, 2023",
6,Mediocre YA borefest,Evrnyldrm,"Jun 17, 2023",
10,An absolute visual and narrative triumph.,anyanimeotoho,"Aug 17, 2023",
6,Perfect writing and setup for an epic conclusion but super jarring and distorted animation at times,unununbelievabledeals,"Jun 7, 2023",
2,"Long, slow, with a cliffhanger.",ckazmiruk-85477,"Jun 4, 2023",
10,His name is Miles Davis,ThunderKing6,"Sep 17, 2023",
10,One of the best Superhero films of all time,atleverton,"Aug 6, 2023",
9,"How to Make an Amazing ""Transitional Film"": Here's How, Definitely Watch It in Theaters",olcare,"Jun 16, 2023",
9,Unbelieveable,DanTheMan2150AD,"Jun 3, 2023",
10,Damn,Felix1235,"Jul 31, 2023",
10,It's wonderful movie 😍,aalahmari-03829,"Aug 21, 2023",
,Spidermid,shendillapashtica,"Jun 8, 2023",
6,Second Installment goes overboard with what worked in the 1st,dennesey,"Jun 11, 2023",
10,A cinematic tribute,nayefseelawi-35195,"Aug 28, 2023",
7,The first movie was better,bissnez,"Jun 10, 2023",
3,Why is it about Miles?,alryanjayvillamor,"Aug 7, 2023",
10,All of the same force against one's self,H0kv5,"Aug 7, 2023",
9,How a sequel should be!,exceladeogun,"Jul 9, 2023",
9,An Achievement in Every Sense.,ryanpersaud-59415,"Jun 12, 2023",
10,Ridiculous,chris_rowe-881-168820,"Jun 8, 2023",
8,A Fantastic Movie,Bobby_Diesel,"Jun 19, 2023",
10,"Can I say perfect? If not, then it is the closest thing.",blasquezmiguel02,"Jun 3, 2023",
7,Pretty good,wet_bandit,"Jun 14, 2023",
10,Best movie ever created,dcnczzdd,"Jun 5, 2023",
6,Across the Spider verse,rnixon1974,"Jun 20, 2023",
5,Spider-Man: Across the Spider-Verse,Prismark10,"Oct 21, 2023",
10,This is what you can call a successful sequel,Borkies,"Jun 8, 2023",
10,WHAT A DAMN MOVIE 🙌🏾,chrishob-05766,"Jun 19, 2023",
10,The second best comic book movie of all time,asherrbh_15,"Jun 11, 2023",
9,A great sequel to an almost perfect movie,Geekofriendly,"Jun 4, 2023",
8,great continuation,SnoopyStyle,"Aug 22, 2023",
8,A superbly executed sequel,ethanbresnett,"Jul 2, 2023",
7,Lots of filler but It was alright,parkerzapped,"Jun 7, 2023",
9,I liked this even more after a second viewing,Jeremy_Urquhart,"Jun 22, 2023",
,a worthy showing even if it doesn't match the original's impact,Special-K88,"Jul 28, 2023",
7,Ugh ... enough already.,mrglenngrant,"Jun 14, 2023",
3,Disappointingly Surprised,ThereelscoopwithKK,"Jul 3, 2023",
9,Almost Perfect,sktraut,"Jun 3, 2023",
10,The Best Movie of the Year So Far (A Must See Masterpiece),ryanperez-1999,"Jun 10, 2023",
10,One of the greatest Spider-Man films ever made,TheRedRex,"Jun 5, 2023",
10,Awesome,hyjgdjjg,"Jun 8, 2023",
10,The Best movie i have ever seen 👍,DerPaulPP,"Jun 15, 2023",
8,An impressive bold piece of pop art entertainment,ObsessiveCinemaDisorder,"Jul 11, 2023",
7,Too many things going on,ulpyon,"Jun 25, 2023",
9,This is what spider-Man should be,ThomasCruiseMapotherIV,"Jun 2, 2023",
7,Bringing the dimensions together was bad .,mrmsjgaiming,"Jun 15, 2023",
2,Overrated,cederhorn,"Jul 21, 2024",
10,Visually stunning,brianburton-01816,"Jun 3, 2023",
8,The Best Spider-Man Movie!,KFstudios2009,"Jul 12, 2023",
9,Great Example of What A Multiverse Movie Should Be.,cascascinemareceipts,"Nov 8, 2023",
9,Fan-tastic,cmeabon,"Jul 2, 2023",
9,"Spider-Man: Across the Spider-Verse - A multiverse of fun, action, and spider-sense tingling!",sainarnab,"Jun 3, 2023",
10,AMAZING BUT CLIFFHANGER,gilkersonzechariah,"Jun 3, 2023",
6,"A visual feast, but",Moondose,"Jun 3, 2023",
10,Everything I Could've Asked For and More,qhcjgh,"Jun 5, 2023",
6,Spiderman Speed Bump,statuskuo,"Jul 3, 2023",
3,Headache inducing discomania,post-62245,"Sep 22, 2023",
9,When part 2? It's THAT good!,melissadegraaf,"Jun 20, 2023",
8,A Masterpiece of Animation and Storytelling,franciscogallo-90115,"Dec 12, 2024",
10,One step close to perfection,tccrh-92806,"Jun 2, 2023",
9,A True Animated Masterpiece,nstring-98022,"Jul 20, 2023",
9,A lot more Spider-Man!,garethwooduk,"Jul 4, 2023",
10,It was so good,csffqrpd,"Jun 3, 2023",
6,A Promising Sequel with Room for Improvement,krunalpatel11127,"Jun 4, 2023",
9,Pushes the boundaries of animation even further. Pixar's latest releases look so uninspired next to this.,H4wke,"Nov 6, 2024",
7,It was really good but...,J0ESUFF,"Dec 12, 2023",
4,long music video with generic coming of youth story,walif-93056,"Feb 6, 2024",
10,A must watch! A gem!,missz-13228,"Jun 4, 2023",
10,Just a delight,danmcatee,"Jun 2, 2023",
10,The best movie,sexyladyjen,"Aug 1, 2024",
9,A really really good sequel and a visual masterpiece,Thecritichood234,"Oct 6, 2023",
10,A Jaw Dropping Work of Art,anchitbaishya2004,"Jun 11, 2023",
9,An incredible sequel to an incredible prequel,alpkaranb,"Jul 13, 2023",
7,A Good Sequel to this still going trilogy,rdwp-88650,"Jul 29, 2023",
10,Such an amazing experience,Littlesummer14,"Jun 4, 2023",
7,Spiderman across the Spider Verse,IceCream-57,"Dec 10, 2023",
3,"Extremely overrated, kinda boring",jalexandergomezg,"Nov 12, 2023",
10,MASTERPIECE,cknnk-06027,"Jul 14, 2023",
10,Peak animated movie!!!,robertcahun,"Jun 27, 2023",
10,🔥🔥🔥🔥,psckr,"Jul 21, 2023",
8,Good movie,dadjackwill,"Oct 8, 2023",
10,Revolutionary,davidimarzio-42375,"Jun 5, 2023",
9,Worth your time.,hamiltonreed,"Nov 10, 2023",
7,Spider-Meh???,KevinHartsRedheadedStepSon,"Jun 3, 2023",
10,Surprisingly good!,joeljoschkaa,"Jun 12, 2023",
7,Is this movie a 10? Is it a 1?,blast-05868,"Jun 3, 2023",
5,"Nice, but too long and unnecessary scenes",fabianechuck,"Jun 10, 2023",
10,"Ok, nice.",johobbs-98251,"Jun 2, 2023",
8,Crazy stuff,maryrosepractice,"Oct 21, 2024",
9,Wow just Wow,yannsimongautier,"Jul 3, 2023",
10,A Dazzling Journey: Spider-Man: Across the Spider-Verse Sets New Standards!,terrencemulauzi,"Dec 20, 2024",
9,We live in a (Spider) Society.,southdavid,"Jun 10, 2023",
10,"""A Visual Masterpiece with an Incredible Ending!""",memesfunguy,"Dec 19, 2024",
7,Good but lacked in some areas,bebakerus,"Oct 2, 2023",
9,Spider-Man: Across the Spider-Verse,Bryangtrujillo,"Jul 20, 2023",
7,Seems Rushed Although The Cartoon Is Slick,t-d-t-m82,"Nov 14, 2023",
5,Overhyped!,TheReviewerBoyar,"Feb 16, 2024",
10,Even better than the first movie!,ravisinha1992,"Oct 6, 2023",
10,This is at another level,argiesdario,"Jun 13, 2023",
10,Amazing,nirbhaynimit,"Jun 3, 2023",
9,Endless Fun,sagar-swapna,"Oct 2, 2023",
10,This movie is amazing. Pure film perfection.,silvius84,"Jun 3, 2023",
10,This is an absolute must watch!,mauriciobingham,"Jun 2, 2023",
7,"Beautiful, artistically pleasing, but long and somewhat messy, jittery, scatterbrained",deothor,"Jun 5, 2023",
9,AMAZING AND SPECTACULAR,jordanatkins-44089,"Jun 4, 2023",
7,"A Fun, Heartfelt, Coming-of-Age Animated Film",robertrutledge,"Jun 17, 2023",
5,Definitely Banksy.,Kritoni,"Jun 2, 2023",
10,Beautiful,cagridahisi,"Jul 5, 2023",
10,Post Film thoughts,Moe2Moe2,"Jun 4, 2023",
10,The Spider-Verse of Madness,DarkVulcan29,"Jun 12, 2023",
10,A perfect spiderman movie,ArunavaDas52486,"Jun 17, 2023",
10,Amazing Movie,KoryIsland,"Jul 14, 2023",
10,Hands down the greatest superhero movie made,bookofromans116,"Jun 3, 2023",
7,A vibrant multiverse adventure,Falko_h1,"Jun 1, 2024",
10,Great Movie,tattickey,"Dec 20, 2024",
6,Beautiful movie but the story doesn't really end.,adamhughes-38545,"Aug 2, 2023",
3,Disappointment panda.,jturknett,"Aug 13, 2023",
10,Animated cinematic brilliance,wannya-88784,"Jun 6, 2023",
9,One of the Greatest Superhero films out there!,Max_m01,"Jun 12, 2023",
9,This may change after Beyond,jakebunker,"Jul 22, 2023",
9,A fantastic movie!!,honeynocaps,"Jul 2, 2023",
10,Perfect,adrianotesoro,"Jun 3, 2023",
10,One good landing away from being the greatest superhero trilogy of all time,lucaslw-93145,"Jun 12, 2023",
6,Contains spoliers,rexkarma,"Jul 17, 2023",
10,One of the best sequels animated ever did,eozballinasl,"Jun 26, 2023",
7,A great movie that is doing a little too much.,miraclel-17376,"Jun 4, 2023",
5,Overhyped and a big step back.,vaderthegamer,"Jun 25, 2023",
10,Nothing short of Perfection,tylerkingworkem,"Jul 20, 2023",
9,A solid Trilogy Conundrum entry in the Spider-Verse saga.,Benjamin-M-Weilert,"Sep 22, 2023",
10,My expectations were high but holy smokes!,antarcticmonke,"Jun 2, 2023",
10,The. Best ever,zakattackbal,"Jun 2, 2023",
10,One of the best entertainment products ever,mikko-28698,"Jun 21, 2023",
10,GRYC Group 2 Movie Review,kaelemchristopher-47095,"Jul 19, 2023",
7,Things have changed a LOT since my last Spider-Man viewing!,justahunch-70549,"Jan 21, 2024",
9,Simply Stunning!,anishgb,"Oct 8, 2023",
7,Yeah pretty good after a mediocre start,Bonobo13579,"Jul 8, 2023",
5,"Don't believe the hype! No, I am being serious.",felipesixtos,"Jun 2, 2023",
10,The best Spidey movie yet & that's saying something!,Anurag-Shetty,"Jun 13, 2023",
10,The perfect animated movie,JR_Reviews,"Jun 13, 2023",
10,Visually satisfying.. best spidey action,siddhantjoshi,"Jun 1, 2023",
10,Spider-Man: Across The Spider-Verse is a masterpiece of a film that sets the bar incredibly high going into a month full of blockbuster releases.,becklively,"Jun 4, 2023",
9,Full of Joy,vessalalizadeh,"Jun 13, 2023",
9,A terrific sequel to the 2018 film Spiderman Into The Spidey Verse.,lisafordeay,"Jun 3, 2023",
7,"Really good, could be better though",metehanmesut,"Jul 15, 2023",
8,I Love Chai tea :))),mohammadmahdiasgarinia,"Sep 22, 2023",
7,Spider-Man: Across the Spider-Verse,henry8-3,"Jan 5, 2024",
1,Scrambled plot,andrewpetrouap,"Jun 28, 2023",
8,Great animated sequal,LetsReviewThat26,"Jun 22, 2024",
10,fire,majorsam-48357,"Jun 2, 2023",
10,THIS IS GOLD!!!!!!!!!,williamwinklerjr-34118,"Jan 25, 2025",
10,Mate you better watch this!!!!!!!!!!!!,uddipto,"Jun 27, 2023",
10,WEB-SLINGING MASTERPIECE,tashingamangwiro,"Dec 21, 2024",
7,Imagine watching half of the movie you want to see,Shmaden,"Jul 2, 2023",
8,Just amazing,jinufrancis1,"Sep 20, 2023",
4,Underwhelming,eriknajarro,"Jun 8, 2023",
9,A Visually Stunning Journey with Heart,tonukazi,"Jan 26, 2025",
9,Another cinematic landmark,gordonbuchan,"Jun 26, 2023",
8,A beautiful sequel to one of the best Spider-Man stories ever put on screen,matthewwongsc,"Jun 4, 2023",
10,Phenomenal Art,lgnrlynlsn,"Jun 2, 2023",
10,Spectacularly amazing,danabyabraham,"Jun 1, 2023",
10,The best Spider-Man movie I've ever seen.,leonrendulic-80075,"Jul 28, 2024",
6,Miles Morales returns... kind of.,thedesertkitsune,"Jul 15, 2023",
9,Move review,vxvhbtyt,"Jan 1, 2025",
8,Brilliant watch!,archierobertson-54682,"Aug 13, 2024",
9,A True Spider-man Movie & The Best Multiverse movie yet .,adityasajeev,"Jun 1, 2023",
10,What an animation!,xpvvsrk,"Jul 9, 2024",
10,Greatest superhero movie ever made.,zaymartindale,"Jun 2, 2023",
10,The start of a new era in animation,marjoleinajschollaert,"Jul 3, 2023",
7,Miles is the antagonist.,dayton-w-price,"Aug 8, 2024",
10,The best,scarastars,"Jul 6, 2024",
7,Simply the best Spider-Man movie ever made,moritzherz,"Jun 10, 2023",
4,Across the Bloatedverse,alex_with_a_P,"Jan 14, 2024",
9,Amazing Sequel That Pushes the Limits of Animation,petraktheman,"Feb 11, 2025",
8,"Amusing and spectacular, but..",Sampatroclus,"Aug 10, 2023",
